Date,Open,High,Low,Close,Adj Close,Volume
2007-11-27,154.000000,207.000000,154.000000,191.800003,175.274460,27262365
2007-11-28,194.000000,197.800003,174.929993,177.000000,161.749619,21958915
2007-11-29,181.000000,182.800003,168.460007,177.399994,162.115128,25616715
2007-11-30,178.000000,191.399994,178.000000,185.800003,169.791397,23047035
2007-12-03,187.949997,198.860001,184.399994,196.000000,179.112534,14578850
2007-12-04,197.350006,211.000000,195.199997,209.800003,191.723526,22742860
2007-12-05,210.000000,219.800003,210.000000,216.800003,198.120392,13806600
2007-12-06,210.199997,221.520004,210.199997,218.020004,199.235321,8619680
2007-12-07,220.000000,226.740005,215.600006,220.000000,201.044693,11182820
2007-12-10,220.330002,222.000000,212.309998,214.710007,196.210495,5028390
2007-12-11,216.210007,217.800003,208.199997,209.199997,191.175232,3990645
2007-12-12,206.000000,212.600006,203.199997,207.380005,189.512024,3637865
2007-12-13,208.000000,230.000000,207.419998,226.229996,206.737900,15317195
2007-12-14,221.029999,227.979996,220.220001,221.399994,202.324051,5345960
2007-12-17,228.000000,233.600006,204.300003,208.850006,190.855362,7024775
2007-12-18,208.850006,208.850006,208.850006,208.850006,190.855362,0
2007-12-19,218.199997,223.199997,209.259995,213.380005,194.995102,4228330
2007-12-20,216.699997,216.699997,210.199997,212.039993,193.770508,3116440
2007-12-24,219.000000,238.399994,217.050003,231.360001,211.425919,10304460
2007-12-26,235.000000,242.800003,229.600006,239.979996,219.303207,7335155
2007-12-27,243.000000,248.000000,240.800003,242.330002,221.450729,4887475
2007-12-28,237.880005,254.800003,235.000000,249.820007,228.295395,5820690
2007-12-31,252.669998,259.000000,252.199997,253.759995,231.895905,3686245
2008-01-01,255.800003,263.799988,252.740005,259.369995,237.022552,2456740
2008-01-02,262.049988,264.799988,254.000000,261.489990,238.959900,3519075
2008-01-03,261.000000,262.940002,252.229996,255.160004,233.175262,2525290
2008-01-04,255.759995,258.959991,246.600006,248.070007,226.696167,2753975
2008-01-07,248.000000,255.779999,243.000000,245.449997,224.301926,3154815
2008-01-08,248.000000,251.000000,237.000000,240.960007,220.198792,2652495
2008-01-09,240.000000,242.000000,230.199997,236.050003,215.711838,3137535
2008-01-10,237.000000,239.960007,222.000000,224.309998,204.983337,2194030
2008-01-11,225.600006,226.000000,212.600006,217.169998,198.458527,3084690
2008-01-14,216.479996,216.479996,206.220001,207.029999,189.192215,4179580
2008-01-15,209.119995,215.740005,207.210007,209.910004,191.824051,4152465
2008-01-16,209.199997,212.800003,200.000000,206.080002,188.324081,4080940
2008-01-17,210.000000,210.699997,202.199997,204.179993,186.587723,1680015
2008-01-18,202.000000,214.399994,194.979996,198.919998,181.780914,3384270
2008-01-21,199.000000,201.000000,159.139999,165.009995,150.792664,788625
2008-01-22,140.000000,162.000000,132.009995,147.110001,134.434937,2730805
2008-01-23,152.000000,176.380005,152.000000,171.399994,156.632080,2677310
2008-01-24,175.000000,187.000000,162.399994,162.830002,148.800491,2555085
2008-01-25,164.000000,176.600006,164.000000,173.139999,158.222153,2020225
2008-01-28,167.000000,167.000000,156.639999,164.160004,150.015854,2335260
2008-01-29,168.000000,172.000000,164.009995,168.149994,153.662125,1100350
2008-01-30,169.960007,172.800003,164.449997,166.089996,151.779617,1430950
2008-01-31,166.199997,169.979996,162.509995,167.529999,153.095535,971500
2008-02-01,166.330002,170.460007,164.000000,165.070007,150.847519,1021955
2008-02-04,169.580002,174.479996,168.000000,171.220001,156.467606,1401150
2008-02-05,171.199997,171.399994,166.000000,166.860001,152.483261,810465
2008-02-06,160.600006,164.979996,156.000000,161.500000,147.585098,966300
2008-02-07,165.000000,166.000000,158.399994,159.250000,145.528915,1064660
2008-02-08,162.000000,166.000000,153.029999,156.809998,143.299164,1425125
2008-02-11,157.000000,157.000000,139.000000,142.240005,129.984528,1119775
2008-02-12,145.000000,146.990005,131.119995,136.259995,124.519775,1517045
2008-02-13,163.179993,163.179993,132.800003,134.190002,122.628120,214900
2008-02-14,136.000000,142.800003,136.000000,141.960007,129.728607,1345160
2008-02-15,140.000000,152.740005,136.250000,145.750000,133.192093,1765245
2008-02-18,147.000000,155.000000,147.000000,154.320007,141.023727,1712900
2008-02-19,155.800003,157.380005,152.039993,152.779999,139.616409,687060
2008-02-20,150.000000,152.000000,144.000000,146.419998,133.804352,987445
2008-02-21,152.399994,152.399994,146.020004,147.520004,134.809586,627790
2008-02-22,144.600006,147.399994,143.000000,144.800003,132.323975,405350
2008-02-25,145.009995,151.779999,140.460007,141.529999,129.335678,764015
2008-02-26,145.000000,148.800003,142.600006,147.160004,134.480621,1256345
2008-02-27,149.940002,156.679993,148.199997,149.279999,136.417938,1526600
2008-02-28,148.000000,150.979996,145.009995,147.550003,134.837021,562455
2008-02-29,147.600006,152.199997,145.080002,147.130005,134.453217,1019360
2008-03-03,145.000000,145.000000,138.460007,139.850006,127.800453,912550
2008-03-04,141.000000,141.789993,128.399994,133.850006,122.317413,2004980
2008-03-05,133.600006,134.399994,127.199997,128.179993,117.135948,1316315
2008-03-07,126.000000,126.000000,115.400002,121.949997,111.442726,2264745
2008-03-10,120.000000,122.000000,101.629997,120.230003,109.870934,1179830
2008-03-11,118.599998,127.150002,115.000000,124.739998,113.992340,1134150
2008-03-12,128.000000,129.990005,118.199997,120.580002,110.190765,1053695
2008-03-13,117.000000,120.000000,112.410004,113.260002,103.501457,827575
2008-03-14,113.800003,115.400002,110.809998,112.199997,102.532806,785945
2008-03-17,109.800003,109.800003,101.400002,102.290001,93.476646,1007885
2008-03-18,101.000000,105.000000,98.000000,100.480003,91.822609,1288085
2008-03-19,106.000000,106.000000,99.000000,99.550003,90.972725,980105
2008-03-24,100.400002,101.180000,93.000000,93.839996,85.754700,2714575
2008-03-25,95.000000,101.000000,93.010002,99.430000,90.863060,3733735
2008-03-26,100.400002,104.400002,98.050003,100.809998,92.124153,1392075
2008-03-27,99.220001,104.199997,97.199997,103.199997,94.308243,1798625
2008-03-28,103.000000,123.839996,103.000000,123.839996,113.169884,1546340
2008-03-31,125.000000,134.679993,114.000000,115.750000,105.776924,10674900
2008-04-01,117.000000,123.400002,116.949997,118.440002,108.235161,3644195
2008-04-02,124.760002,126.680000,120.199997,121.669998,111.186844,4337755
2008-04-03,122.199997,124.279999,118.419998,120.459999,110.081116,3900130
2008-04-04,122.800003,122.800003,117.000000,118.639999,108.417923,1934490
2008-04-07,119.000000,121.059998,114.000000,118.680000,108.454475,2330860
2008-04-08,125.000000,125.000000,117.019997,117.930000,107.769104,1088650
2008-04-09,116.099998,124.599998,115.029999,119.550003,109.249519,2537110
2008-04-10,123.000000,123.000000,117.199997,121.720001,111.232552,2475095
2008-04-11,122.000000,124.000000,121.000000,122.040001,111.524994,1507610
2008-04-15,121.000000,130.000000,120.000000,128.509995,117.437515,3662315
2008-04-16,131.399994,132.399994,126.400002,127.480003,116.496254,2202745
2008-04-17,129.759995,131.880005,124.209999,125.269997,114.476685,2212480
2008-04-21,128.000000,130.990005,126.620003,129.029999,117.912712,1285875
2008-04-22,128.000000,134.679993,127.629997,133.169998,121.696037,2873485
2008-04-23,135.000000,135.580002,130.479996,133.339996,121.851326,1812760
2008-04-24,133.600006,135.570007,131.619995,133.050003,121.586334,1279140
2008-04-25,134.000000,143.600006,131.820007,142.429993,130.158157,7553070
2008-04-28,145.000000,148.220001,140.600006,147.289993,134.599396,5360780
2008-04-29,147.649994,149.600006,142.220001,148.119995,135.357910,3002865
2008-04-30,148.000000,154.800003,143.000000,152.029999,138.931000,3655410
2008-05-02,153.250000,157.600006,152.729996,153.330002,140.119049,3037375
2008-05-05,136.339996,156.339996,136.339996,150.880005,137.880096,1242715
2008-05-06,146.000000,153.580002,145.020004,151.580002,138.519791,2093215
2008-05-07,152.399994,154.899994,149.000000,153.699997,140.457138,1476905
2008-05-08,152.000000,157.000000,150.399994,156.300003,142.833099,2113150
2008-05-09,154.089996,160.750000,154.000000,156.750000,143.244324,3288700
2008-05-12,143.839996,162.960007,143.839996,161.509995,147.594223,6228725
2008-05-13,163.679993,165.500000,157.229996,158.570007,144.907501,2345620
2008-05-14,158.000000,160.449997,156.399994,157.839996,144.240402,842295
2008-05-15,159.000000,161.779999,157.000000,158.169998,144.542007,698320
